#,NACE definition,type,dimensional class,Share of firms,Share of firms per sbs sector,sbs reference row,L min,L max,Firms in absolute numbers,Workers per class in absolute numbers
40,"Computer programming, consultancy and related services; Information services",I,From 50 to 249 persons employed,9.710239538582644e-05,0.7114945974179961,8.0,50,249,2014.9787009213567,302246.80513820343
40,"Computer programming, consultancy and related services; Information services",I,250 persons employed or more,3.6218618385706016e-05,0.7114945974179961,8.0,250,2000,751.5751216436909,751575.1216436909
40,"Computer programming, consultancy and related services; Information services",Int,From 0 to 9 persons employed,0.0075788120859121896,0.7114945974179961,8.0,0,9,157268.46769042194,786342.3384521097
40,"Computer programming, consultancy and related services; Information services",Int,From 10 to 19 persons employed,0.0006841218242300514,0.7114945974179961,8.0,10,19,14196.260547247317,212943.9082087097
40,"Computer programming, consultancy and related services; Information services",Int,From 20 to 49 persons employed,0.00041471231347386305,0.7114945974179961,8.0,20,49,8605.724661470389,301200.36315146356
40,"Computer programming, consultancy and related services; Information services",Int,From 50 to 249 persons employed,0.00018683070184921747,0.7114945974179961,8.0,50,249,3876.937159052943,581540.5738579413
40,"Computer programming, consultancy and related services; Information services",Int,250 persons employed or more,6.968674527670958e-05,0.7114945974179961,8.0,250,2000,1446.074598995915,1446074.5989959151
41,"Financial services, except insurance and pension funding",C,From 0 to 9 persons employed,0.0011778787679362608,0.6231745400231202,9.0,0,9,24442.24594283787,122211.22971418935
41,"Financial services, except insurance and pension funding",C,From 10 to 19 persons employed,,0.6231745400231202,9.0,10,19,0.0,
41,"Financial services, except insurance and pension funding",C,From 20 to 49 persons employed,3.268336405451255e-05,0.6231745400231202,9.0,20,49,678.2148080140378,23737.518280491317
41,"Financial services, except insurance and pension funding",C,From 50 to 249 persons employed,2.128784484970152e-05,0.6231745400231202,9.0,50,249,441.7455799131406,66261.83698697109
41,"Financial services, except insurance and pension funding",C,250 persons employed or more,,0.6231745400231202,9.0,250,2000,0.0,
41,"Financial services, except insurance and pension funding",I,From 0 to 9 persons employed,4.289144380403774e-07,0.6231745400231202,9.0,0,9,8.900433956700972,44.50216978350486
41,"Financial services, except insurance and pension funding",I,From 10 to 19 persons employed,,0.6231745400231202,9.0,10,19,0.0,
41,"Financial services, except insurance and pension funding",I,From 20 to 49 persons employed,1.1901366344578599e-08,0.6231745400231202,9.0,20,49,0.24696609801336097,8.643813430467633
41,"Financial services, except insurance and pension funding",I,From 50 to 249 persons employed,7.751785887777004e-09,0.6231745400231202,9.0,50,249,0.16085785933405863,24.1286789001088
41,"Financial services, except insurance and pension funding",I,250 persons employed or more,,0.6231745400231202,9.0,250,2000,0.0,
41,"Financial services, except insurance and pension funding",Int,From 0 to 9 persons employed,0.004302648454035607,0.6231745400231202,9.0,0,9,89284.56355773311,446422.8177886656
41,"Financial services, except insurance and pension funding",Int,From 10 to 19 persons employed,,0.6231745400231202,9.0,10,19,0.0,
41,"Financial services, except insurance and pension funding",Int,From 20 to 49 persons employed,0.00011938836971161115,0.6231745400231202,9.0,20,49,2477.4365364598925,86710.27877609624
41,"Financial services, except insurance and pension funding",Int,From 50 to 249 persons employed,7.776191848062465e-05,0.6231745400231202,9.0,50,249,1613.6430914876541,242046.46372314816
41,"Financial services, except insurance and pension funding",Int,250 persons employed or more,,0.6231745400231202,9.0,250,2000,0.0,
42,"Insurance, reinsurance and pension funding services, except compulsory social security",C,From 0 to 9 persons employed,0.0008818273036882366,0.16938490161373554,9.0,0,9,18298.86098857316,91494.30494286581
42,"Insurance, reinsurance and pension funding services, except compulsory social security",C,From 10 to 19 persons employed,,0.16938490161373554,9.0,10,19,0.0,
42,"Insurance, reinsurance and pension funding services, except compulsory social security",C,From 20 to 49 persons employed,2.4468632582747635e-05,0.16938490161373554,9.0,20,49,507.75033199750953,17771.261619912835
42,"Insurance, reinsurance and pension funding services, except compulsory social security",C,From 50 to 249 persons employed,1.593729621091331e-05,0.16938490161373554,9.0,50,249,330.7159652206931,49607.39478310398
42,"Insurance, reinsurance and pension funding services, except compulsory social security",C,250 persons employed or more,,0.16938490161373554,9.0,250,2000,0.0,
42,"Insurance, reinsurance and pension funding services, except compulsory social security",I,From 0 to 9 persons employed,1.1914822132124622e-05,0.16938490161373554,9.0,0,9,247.2453200160894,1236.226600080447
42,"Insurance, reinsurance and pension funding services, except compulsory social security",I,From 10 to 19 persons employed,,0.16938490161373554,9.0,10,19,0.0,
42,"Insurance, reinsurance and pension funding services, except compulsory social security",I,From 20 to 49 persons employed,3.306082764962999e-07,0.16938490161373554,9.0,20,49,6.8604758187623505,240.1166536566823
42,"Insurance, reinsurance and pension funding services, except compulsory social security",I,From 50 to 249 persons employed,2.1533700399817738e-07,0.16938490161373554,9.0,50,249,4.468473458893462,670.2710188340195
42,"Insurance, reinsurance and pension funding services, except compulsory social security",I,250 persons employed or more,,0.16938490161373554,9.0,250,2000,0.0,
42,"Insurance, reinsurance and pension funding services, except compulsory social security",Int,From 0 to 9 persons employed,0.0005960350654630764,0.16938490161373554,9.0,0,9,12368.365961913947,61841.82980956974
42,"Insurance, reinsurance and pension funding services, except compulsory social security",Int,From 10 to 19 persons employed,,0.16938490161373554,9.0,10,19,0.0,
42,"Insurance, reinsurance and pension funding services, except compulsory social security",Int,From 20 to 49 persons employed,1.653857049135561e-05,0.16938490161373554,9.0,20,49,343.19305050462515,12011.75676766188
42,"Insurance, reinsurance and pension funding services, except compulsory social security",Int,From 50 to 249 persons employed,1.077216292877967e-05,0.16938490161373554,9.0,50,249,223.53391775867487,33530.087663801234
42,"Insurance, reinsurance and pension funding services, except compulsory social security",Int,250 persons employed or more,,0.16938490161373554,9.0,250,2000,0.0,
43,Services auxiliary to financial services and insurance services,C,From 0 to 9 persons employed,0.00014523119299601214,0.2074405583631443,9.0,0,9,3013.7027972749506,15068.51398637475
43,Services auxiliary to financial services and insurance services,C,From 10 to 19 persons employed,,0.2074405583631443,9.0,10,19,0.0,
43,Services auxiliary to financial services and insurance services,C,From 20 to 49 persons employed,4.029823851122084e-06,0.2074405583631443,9.0,20,49,83.6231608521278,2926.810629824473
43,Services auxiliary to financial services and insurance services,C,From 50 to 249 persons employed,2.624768514380307e-06,0.2074405583631443,9.0,50,249,54.46675780047027,8170.01367007054
43,Services auxiliary to financial services and insurance services,C,250 persons employed or more,,0.2074405583631443,9.0,250,2000,0.0,
43,Services auxiliary to financial services and insurance services,I,From 0 to 9 persons employed,6.531309017708751e-06,0.2074405583631443,9.0,0,9,135.53165714941454,677.6582857470727
43,Services auxiliary to financial services and insurance services,I,From 10 to 19 persons employed,,0.2074405583631443,9.0,10,19,0.0,
43,Services auxiliary to financial services and insurance services,I,From 20 to 49 persons employed,1.8122845592361266e-07,0.2074405583631443,9.0,20,49,3.760684556091257,131.623959463194
43,Services auxiliary to financial services and insurance services,I,From 50 to 249 persons employed,1.1804058008282578e-07,0.2074405583631443,9.0,50,249,2.4494684581799038,367.4202687269855
43,Services auxiliary to financial services and insurance services,I,250 persons employed or more,,0.2074405583631443,9.0,250,2000,0.0,
43,Services auxiliary to financial services and insurance services,Int,From 0 to 9 persons employed,0.0016727224990240154,0.2074405583631443,9.0,0,9,34710.783340544775,173553.91670272386
43,Services auxiliary to financial services and insurance services,Int,From 10 to 19 persons employed,,0.2074405583631443,9.0,10,19,0.0,
43,Services auxiliary to financial services and insurance services,Int,From 20 to 49 persons employed,4.6414113137944176e-05,0.2074405583631443,9.0,20,49,963.1425571275124,33709.989499462936
43,Services auxiliary to financial services and insurance services,Int,From 50 to 249 persons employed,3.0231173194689217e-05,0.2074405583631443,9.0,50,249,627.3292213762928,94099.3832064439
43,Services auxiliary to financial services and insurance services,Int,250 persons employed or more,,0.2074405583631443,9.0,250,2000,0.0,
44,Imputed rents of owner-occupied dwellings,C,From 0 to 9 persons employed,,0.0,10.0,0,9,0.0,
44,Imputed rents of owner-occupied dwellings,C,From 10 to 19 persons employed,,0.0,10.0,10,19,0.0,
44,Imputed rents of owner-occupied dwellings,C,From 20 to 49 persons employed,,0.0,10.0,20,49,0.0,
44,Imputed rents of owner-occupied dwellings,C,From 50 to 249 persons employed,,0.0,10.0,50,249,0.0,
44,Imputed rents of owner-occupied dwellings,C,250 persons employed or more,,0.0,10.0,250,2000,0.0,
44,Imputed rents of owner-occupied dwellings,I,From 0 to 9 persons employed,,0.0,10.0,0,9,0.0,
44,Imputed rents of owner-occupied dwellings,I,From 10 to 19 persons employed,,0.0,10.0,10,19,0.0,
44,Imputed rents of owner-occupied dwellings,I,From 20 to 49 persons employed,,0.0,10.0,20,49,0.0,
44,Imputed rents of owner-occupied dwellings,I,From 50 to 249 persons employed,,0.0,10.0,50,249,0.0,
44,Imputed rents of owner-occupied dwellings,I,250 persons employed or more,,0.0,10.0,250,2000,0.0,
44,Imputed rents of owner-occupied dwellings,Int,From 0 to 9 persons employed,,0.0,10.0,0,9,0.0,
44,Imputed rents of owner-occupied dwellings,Int,From 10 to 19 persons employed,,0.0,10.0,10,19,0.0,
44,Imputed rents of owner-occupied dwellings,Int,From 20 to 49 persons employed,,0.0,10.0,20,49,0.0,
44,Imputed rents of owner-occupied dwellings,Int,From 50 to 249 persons employed,,0.0,10.0,50,249,0.0,
44,Imputed rents of owner-occupied dwellings,Int,250 persons employed or more,,0.0,10.0,250,2000,0.0,
45,Real estate services excluding imputed rents,C,From 0 to 9 persons employed,0.011209689268668293,1.0,10.0,0,9,232613.0579020738,1163065.2895103693
45,Real estate services excluding imputed rents,C,From 10 to 19 persons employed,0.00044967148775702245,1.0,10.0,10,19,9331.164969121604,139967.47453682404
45,Real estate services excluding imputed rents,C,From 20 to 49 persons employed,0.0001861494142272928,1.0,10.0,20,49,3862.799711238963,135197.98989336373
45,Real estate services excluding imputed rents,C,From 50 to 249 persons employed,5.959723920255852e-05,1.0,10.0,50,249,1236.7065420962754,185505.9813144413
45,Real estate services excluding imputed rents,C,250 persons employed or more,,1.0,10.0,250,2000,0.0,
45,Real estate services excluding imputed rents,I,From 0 to 9 persons employed,0.000314107462082329,1.0,10.0,0,9,6518.066247300217,32590.331236501097
45,Real estate services excluding imputed rents,I,From 10 to 19 persons employed,1.2600275208781347e-05,1.0,10.0,10,19,261.4692054769615,3922.038082154423
45,Real estate services excluding imputed rents,I,From 20 to 49 persons employed,5.216105341517058e-06,1.0,10.0,20,49,108.23977228529972,3788.3920299854913
45,Real estate services excluding imputed rents,I,From 50 to 249 persons employed,1.6699782754328804e-06,1.0,10.0,50,249,34.65383776196526,5198.075664294789
45,Real estate services excluding imputed rents,I,250 persons employed or more,,1.0,10.0,250,2000,0.0,
45,Real estate services excluding imputed rents,Int,From 0 to 9 persons employed,0.004893004117745339,1.0,10.0,0,9,101535.07585062589,507675.37925312953
45,Real estate services excluding imputed rents,Int,From 10 to 19 persons employed,0.00019628059159298818,1.0,10.0,10,19,4073.032492068101,61095.487381021514
45,Real estate services excluding imputed rents,Int,From 20 to 49 persons employed,8.125380003849409e-05,1.0,10.0,20,49,1686.1033736185937,59013.61807665079
45,Real estate services excluding imputed rents,Int,From 50 to 249 persons employed,2.601406067868783e-05,1.0,10.0,50,249,539.8196201417593,80972.94302126391
45,Real estate services excluding imputed rents,Int,250 persons employed or more,,1.0,10.0,250,2000,0.0,
46,Legal and accounting services; services of head offices; management consultancy services,C,From 0 to 9 persons employed,0.0007916335210320503,0.5337835342347296,11.0,0,9,16427.243400916068,82136.21700458035
46,Legal and accounting services; services of head offices; management consultancy services,C,From 10 to 19 persons employed,4.540803030208495e-05,0.5337835342347296,11.0,10,19,942.2652607687162,14133.97891153074
46,Legal and accounting services; services of head offices; management consultancy services,C,From 20 to 49 persons employed,1.972669756533564e-05,0.5337835342347296,11.0,20,49,409.350101773807,14327.253562083244
46,Legal and accounting services; services of head offices; management consultancy services,C,From 50 to 249 persons employed,5.691610743873047e-06,0.5337835342347296,11.0,50,249,118.10701865047243,17716.052797570865
46,Legal and accounting services; services of head offices; management consultancy services,C,250 persons employed or more,1.380868829573495e-06,0.5337835342347296,11.0,250,2000,28.654507124166493,28654.507124166492
46,Legal and accounting services; services of head offices; management consultancy services,I,From 0 to 9 persons employed,0.00125977577068273,0.5337835342347296,11.0,0,9,26141.696461517047,130708.48230758525
46,Legal and accounting services; services of head offices; management consultancy services,I,From 10 to 19 persons employed,7.226062925483147e-05,0.5337835342347296,11.0,10,19,1499.485448171685,22492.281722575273
46,Legal and accounting services; services of head offices; management consultancy services,I,From 20 to 49 persons employed,3.139232355395636e-05,0.5337835342347296,11.0,20,49,651.4243349231208,22799.85172230922
46,Legal and accounting services; services of head offices; management consultancy services,I,From 50 to 249 persons employed,9.057414979018404e-06,0.5337835342347296,11.0,50,249,187.95106130607442,28192.659195911165
46,Legal and accounting services; services of head offices; management consultancy services,I,250 persons employed or more,2.197462648776945e-06,0.5337835342347296,11.0,250,2000,45.59970344461845,45599.70344461844
46,Legal and accounting services; services of head offices; management consultancy services,Int,From 0 to 9 persons employed,0.030391447291267453,0.5337835342347296,11.0,0,9,630655.0805338486,3153275.402669243
46,Legal and accounting services; services of head offices; management consultancy services,Int,From 10 to 19 persons employed,0.0017432507882270667,0.5337835342347296,11.0,10,19,36174.32087730583,542614.8131595873
46,Legal and accounting services; services of head offices; management consultancy services,Int,From 20 to 49 persons employed,0.0007573237784398971,0.5337835342347296,11.0,20,49,15715.279496394574,550034.7823738101
46,Legal and accounting services; services of head offices; management consultancy services,Int,From 50 to 249 persons employed,0.0002185055121204577,0.5337835342347296,11.0,50,249,4534.223395902978,680133.5093854468
46,Legal and accounting services; services of head offices; management consultancy services,Int,250 persons employed or more,5.30126644907928e-05,0.5337835342347296,11.0,250,2000,1100.0695647476202,1100069.5647476201
47,Architectural and engineering services; technical testing and analysis services,C,From 0 to 9 persons employed,0.00032994508378232233,0.21822213900086998,11.0,0,9,6846.71385966792,34233.5692983396
47,Architectural and engineering services; technical testing and analysis services,C,From 10 to 19 persons employed,1.8925621470499956e-05,0.21822213900086998,11.0,10,19,392.726914853469,5890.903722802034
47,Architectural and engineering services; technical testing and analysis services,C,From 20 to 49 persons employed,8.221893980004527e-06,0.21822213900086998,11.0,20,49,170.61310573354652,5971.458700674129
47,Architectural and engineering services; technical testing and analysis services,C,From 50 to 249 persons employed,2.3722075099792658e-06,0.21822213900086998,11.0,50,249,49.22584646631295,7383.876969946943
47,Architectural and engineering services; technical testing and analysis services,C,250 persons employed or more,5.755325786003169e-07,0.21822213900086998,11.0,250,2000,11.942917401348256,11942.917401348257
47,Architectural and engineering services; technical testing and analysis services,I,From 0 to 9 persons employed,0.0028791534295515846,0.21822213900086998,11.0,0,9,59745.51723651843,298727.5861825922
47,Architectural and engineering services; technical testing and analysis services,I,From 10 to 19 persons employed,0.00016514799171590046,0.21822213900086998,11.0,10,19,3426.9977016040625,51404.965524060935
47,Architectural and engineering services; technical testing and analysis services,I,From 20 to 49 persons employed,7.174555831708336e-05,0.21822213900086998,11.0,20,49,1488.7971745724374,52107.90111003531
47,Architectural and engineering services; technical testing and analysis services,I,From 50 to 249 persons employed,2.0700261115182466e-05,0.21822213900086998,11.0,50,249,429.55258811969054,64432.88821795358
47,Architectural and engineering services; technical testing and analysis services,I,250 persons employed or more,5.022189082195836e-06,0.21822213900086998,11.0,250,2000,104.21580222007063,104215.80222007063
47,Architectural and engineering services; technical testing and analysis services,Int,From 0 to 9 persons employed,0.01005423597484373,0.21822213900086998,11.0,0,9,208636.16456473645,1043180.8228236825
47,Architectural and engineering services; technical testing and analysis services,Int,From 10 to 19 persons employed,0.0005767101059778556,0.21822213900086998,11.0,10,19,11967.352355564008,179510.2853334601
47,Architectural and engineering services; technical testing and analysis services,Int,From 20 to 49 persons employed,0.0002505412758010659,0.21822213900086998,11.0,20,49,5198.999802578501,181964.99309024756
47,Architectural and engineering services; technical testing and analysis services,Int,From 50 to 249 persons employed,7.228698125522992e-05,0.21822213900086998,11.0,50,249,1500.0322804029452,225004.84206044176
47,Architectural and engineering services; technical testing and analysis services,Int,250 persons employed or more,1.7537889306074614e-05,0.21822213900086998,11.0,250,2000,363.92998618049506,363929.98618049506
48,Scientific research and development services,C,From 0 to 9 persons employed,8.718617629142366e-07,0.1329744735235499,11.0,0,9,18.09206534441849,90.46032672209245
48,Scientific research and development services,C,From 10 to 19 persons employed,5.0009915317918966e-08,0.1329744735235499,11.0,10,19,1.037759303466124,15.566389551991858
48,Scientific research and development services,C,From 20 to 49 persons employed,2.1725903285862986e-08,0.1329744735235499,11.0,20,49,0.4508357616240761,15.779251656842668
48,Scientific research and development services,C,From 50 to 249 persons employed,6.2684280606326915e-09,0.1329744735235499,11.0,50,249,0.13007659574458127,19.511489361687193
48,Scientific research and development services,C,250 persons employed or more,1.5208132300104092e-09,0.1329744735235499,11.0,250,2000,0.03155850331368533,31.558503313685335
48,Scientific research and development services,I,From 0 to 9 persons employed,0.0073670866196824765,0.1329744735235499,11.0,0,9,152874.93750818106,764374.6875409053
48,Scientific research and development services,I,From 10 to 19 persons employed,0.0004225754513635392,0.1329744735235499,11.0,10,19,8768.893194101849,131533.3979115277
48,Scientific research and development services,I,From 20 to 49 persons employed,0.000183580262612734,0.1329744735235499,11.0,20,49,3809.4870636754886,133332.04722864213
48,Scientific research and development services,I,From 50 to 249 persons employed,5.2967172614119934e-05,0.1329744735235499,11.0,50,249,1099.1255595848584,164868.83393772875
48,Scientific research and development services,I,250 persons employed or more,1.285061838289138e-05,0.1329744735235499,11.0,250,2000,266.6640944572842,266664.09445728426
48,Scientific research and development services,Int,From 0 to 9 persons employed,0.0007141038097923126,0.1329744735235499,11.0,0,9,14818.418858370775,74092.09429185386
48,Scientific research and development services,Int,From 10 to 19 persons employed,4.0960932770519747e-05,0.1329744735235499,11.0,10,19,849.9832241472819,12749.748362209228
48,Scientific research and development services,Int,From 20 to 49 persons employed,1.7794736468033662e-05,0.1329744735235499,11.0,20,49,369.25983987445574,12924.094395605953
48,Scientific research and development services,Int,From 50 to 249 persons employed,5.134195063841983e-06,0.1329744735235499,11.0,50,249,106.54004629763453,15981.00694464518
48,Scientific research and development services,Int,250 persons employed or more,1.2456315527623564e-06,0.1329744735235499,11.0,250,2000,25.848188791211903,25848.188791211905
49,Advertising and market research services,C,From 0 to 9 persons employed,2.559521452428171e-06,0.06382257376629824,11.0,0,9,53.1128113853601,265.56405692680056
49,Advertising and market research services,C,From 10 to 19 persons employed,1.4681392915142793e-07,0.06382257376629824,11.0,10,19,3.0465462676102506,45.698194014153756
49,Advertising and market research services,C,From 20 to 49 persons employed,6.378065640552247e-08,0.06382257376629824,11.0,20,49,1.3235169294976015,46.32309253241605
49,Advertising and market research services,C,From 50 to 249 persons employed,1.840220179006787e-08,0.06382257376629824,11.0,50,249,0.38186539590202545,57.27980938530383
49,Advertising and market research services,C,250 persons employed or more,4.464645948386574e-09,0.06382257376629824,11.0,250,2000,0.09264618506483213,92.64618506483211
49,Advertising and market research services,I,From 0 to 9 persons employed,1.3055907592202414e-07,0.06382257376629824,11.0,0,9,2.7092406541523135,13.546203270761568
49,Advertising and market research services,I,From 10 to 19 persons employed,7.488857303504029e-09,0.06382257376629824,11.0,10,19,0.15540180961388064,2.3310271442082096
49,Advertising and market research services,I,From 20 to 49 persons employed,3.253398620318394e-09,0.06382257376629824,11.0,20,49,0.06751150576152903,2.3629027016535162
49,Advertising and market research services,I,From 50 to 249 persons employed,9.386811188328198e-10,0.06382257376629824,11.0,50,249,0.01947863854325928,2.921795781488892
49,Advertising and market research services,I,250 persons employed or more,2.2773790342228759e-10,0.06382257376629824,11.0,250,2000,0.004725805403307032,4.7258054033070325
49,Advertising and market research services,Int,From 0 to 9 persons employed,0.0038763853773262262,0.06382257376629824,11.0,0,9,80439.14818825832,402195.7409412916
49,Advertising and market research services,Int,From 10 to 19 persons employed,0.0002223491299947895,0.06382257376629824,11.0,10,19,4613.982583310107,69209.7387496516
49,Advertising and market research services,Int,From 20 to 49 persons employed,9.659555836583635e-05,0.06382257376629824,11.0,20,49,2004.4612899341141,70156.14514769398
49,Advertising and market research services,Int,From 50 to 249 persons employed,2.787006370349126e-05,0.06382257376629824,11.0,50,249,578.3336706856701,86750.0506028505
49,Advertising and market research services,Int,250 persons employed or more,6.761689085608545e-06,0.06382257376629824,11.0,250,2000,140.31229029538798,140312.29029538797
50,"Other professional, scientific and technical services and veterinary services",C,From 0 to 9 persons employed,0.0004689731480161617,0.051197279474552305,11.0,0,9,9731.695091576881,48658.475457884415
50,"Other professional, scientific and technical services and veterinary services",C,From 10 to 19 persons employed,2.6900259211130448e-05,0.051197279474552305,11.0,10,19,558.2091888085719,8373.13783212858
50,"Other professional, scientific and technical services and veterinary services",C,From 20 to 49 persons employed,1.1686331125944904e-05,0.051197279474552305,11.0,20,49,242.50388692399264,8487.636042339742
50,"Other professional, scientific and technical services and veterinary services",C,From 50 to 249 persons employed,3.371778148500971e-06,0.051197279474552305,11.0,50,249,69.96800775579219,10495.201163368829
50,"Other professional, scientific and technical services and veterinary services",C,250 persons employed or more,8.180431788161431e-07,0.051197279474552305,11.0,250,2000,16.97527208467948,16975.272084679484
50,"Other professional, scientific and technical services and veterinary services",I,From 0 to 9 persons employed,1.4811872064230632e-06,0.051197279474552305,11.0,0,9,30.73622088477664,153.68110442388323
50,"Other professional, scientific and technical services and veterinary services",I,From 10 to 19 persons employed,8.496077006016019e-08,0.051197279474552305,11.0,10,19,1.7630269717330582,26.445404575995877
50,"Other professional, scientific and technical services and veterinary services",I,From 20 to 49 persons employed,3.690967004613386e-08,0.051197279474552305,11.0,20,49,0.765915183713897,26.807031429986395
50,"Other professional, scientific and technical services and veterinary services",I,From 50 to 249 persons employed,1.0649297678519477e-08,0.051197279474552305,11.0,50,249,0.22098433222709282,33.14764983406393
50,"Other professional, scientific and technical services and veterinary services",I,250 persons employed or more,2.58367690322937e-09,0.051197279474552305,11.0,250,2000,0.053614062859972784,53.61406285997279
50,"Other professional, scientific and technical services and veterinary services",Int,From 0 to 9 persons employed,0.002641267718574127,0.051197279474552305,11.0,0,9,54809.133958139726,274045.6697906987
50,"Other professional, scientific and technical services and veterinary services",Int,From 10 to 19 persons employed,0.00015150288790774567,0.051197279474552305,11.0,10,19,3143.847183678672,47157.707755180076
50,"Other professional, scientific and technical services and veterinary services",Int,From 20 to 49 persons employed,6.581768973788363e-05,0.051197279474552305,11.0,20,49,1365.7875528067946,47802.56434823781
50,"Other professional, scientific and technical services and veterinary services",Int,From 50 to 249 persons employed,1.898993325204697e-05,0.051197279474552305,11.0,50,249,394.0614531984875,59109.21797977313
50,"Other professional, scientific and technical services and veterinary services",Int,250 persons employed or more,4.607238281651854e-06,0.051197279474552305,11.0,250,2000,95.60512869647562,95605.12869647561
51,Rental and leasing services,C,From 0 to 9 persons employed,4.967983615836739e-05,0.0257275415607954,12.0,0,9,1030.909807390649,5154.5490369532445
51,Rental and leasing services,C,From 10 to 19 persons employed,4.951035327241226e-06,0.0257275415607954,12.0,10,19,102.73928559909092,1541.089283986364
51,Rental and leasing services,C,From 20 to 49 persons employed,3.177819362068255e-06,0.0257275415607954,12.0,20,49,65.94315520745307,2308.010432260857
51,Rental and leasing services,C,From 50 to 249 persons employed,1.5680593209551373e-06,0.0257275415607954,12.0,50,249,32.53891030135184,4880.8365452027765
51,Rental and leasing services,C,250 persons employed or more,7.529904000393227e-07,0.0257275415607954,12.0,250,2000,15.625357253534387,15625.35725353439
51,Rental and leasing services,I,From 0 to 9 persons employed,3.5948043219784194e-06,0.0257275415607954,12.0,0,9,74.59603971648104,372.9801985824052
51,Rental and leasing services,I,From 10 to 19 persons employed,3.5825406379962355e-07,0.0257275415607954,12.0,10,19,7.434155513944518,111.51233270916778
51,Rental and leasing services,I,From 20 to 49 persons employed,2.299451781767929e-07,0.0257275415607954,12.0,20,49,4.77160871845428,167.0063051458998
51,Rental and leasing services,I,From 50 to 249 persons employed,1.134638690457653e-07,0.0257275415607954,12.0,50,249,2.354496802503378,353.1745203755067
51,Rental and leasing services,I,250 persons employed or more,5.448595152046835e-08,0.0257275415607954,12.0,250,2000,1.1306418485037968,1130.6418485037968
51,Rental and leasing services,Int,From 0 to 9 persons employed,0.0005525510364598287,0.0257275415607954,12.0,0,9,11466.025788701494,57330.128943507465
51,Rental and leasing services,Int,From 10 to 19 persons employed,5.506660072097688e-05,0.0257275415607954,12.0,10,19,1142.6909412896425,17140.364119344635
51,Rental and leasing services,Int,From 20 to 49 persons employed,3.534446805733246e-05,0.0257275415607954,12.0,20,49,733.435566114938,25670.24481402283
51,Rental and leasing services,Int,From 50 to 249 persons employed,1.7440331330044583e-05,0.0257275415607954,12.0,50,249,361.90555369327956,54285.83305399193
51,Rental and leasing services,Int,250 persons employed or more,8.37493957628426e-06,0.0257275415607954,12.0,250,2000,173.7889657681846,173788.9657681846
52,Employment services,C,From 0 to 9 persons employed,2.6911403649445212e-05,0.14093193589902547,12.0,0,9,558.4404478392967,2792.202239196484
52,Employment services,C,From 10 to 19 persons employed,2.681959532823675e-06,0.14093193589902547,12.0,10,19,55.65353268475091,834.8029902712634
52,Employment services,C,From 20 to 49 persons employed,1.721414283755394e-06,0.14093193589902547,12.0,20,49,35.721190022622324,1250.2416507917812
52,Employment services,C,From 50 to 249 persons employed,8.494125704839164e-07,0.14093193589902547,12.0,50,249,17.626220558404253,2643.933083760638
52,Employment services,C,250 persons employed or more,4.078924200759958e-07,0.14093193589902547,12.0,250,2000,8.464204569358815,8464.204569358815
52,Employment services,I,From 0 to 9 persons employed,2.303539466298543e-06,0.14093193589902547,12.0,0,9,47.800911016463175,239.0045550823159
52,Employment services,I,From 10 to 19 persons employed,2.2956809356179013e-07,0.14093193589902547,12.0,10,19,4.76378380883535,71.45675713253024
52,Employment services,I,From 20 to 49 persons employed,1.4734815738837672e-07,0.14093193589902547,12.0,20,49,3.05763207568538,107.01712264898829
52,Employment services,I,From 50 to 249 persons employed,7.2707295567622e-08,0.14093193589902547,12.0,50,249,1.5087542525417095,226.31313788125644
52,Employment services,I,250 persons employed or more,3.4914428837993764e-08,0.14093193589902547,12.0,250,2000,0.7245117917416561,724.5117917416561
52,Employment services,Int,From 0 to 9 persons employed,0.003289414832168419,0.14093193589902547,12.0,0,9,68258.88073077994,341294.40365389973
52,Employment services,Int,From 10 to 19 persons employed,0.00032781929851985074,0.14093193589902547,12.0,10,19,6802.601538755617,102039.02308133425
52,Employment services,Int,From 20 to 49 persons employed,0.00021041064045012388,0.14093193589902547,12.0,20,49,4366.246139135993,152818.6148697597
52,Employment services,Int,From 50 to 249 persons employed,0.0001038247705090514,0.14093193589902547,12.0,50,249,2154.4751843920317,323171.2776588048
52,Employment services,Int,250 persons employed or more,4.985720529500186e-05,0.14093193589902547,12.0,250,2000,1034.5904069381595,1034590.4069381596
53,"Travel agency, tour operator and other reservation services and related services",C,From 0 to 9 persons employed,0.0001828412327099267,0.011896588861198229,12.0,0,9,3794.1514016912115,18970.75700845606
53,"Travel agency, tour operator and other reservation services and related services",C,From 10 to 19 persons employed,1.822174693848528e-05,0.011896588861198229,12.0,10,19,378.1207644645407,5671.811466968111
53,"Travel agency, tour operator and other reservation services and related services",C,From 20 to 49 persons employed,1.1695618472609857e-05,0.011896588861198229,12.0,20,49,242.6966093140387,8494.381325991353
53,"Travel agency, tour operator and other reservation services and related services",C,From 50 to 249 persons employed,5.771071754177659e-06,0.011896588861198229,12.0,50,249,119.75591971703514,17963.38795755527
53,"Travel agency, tour operator and other reservation services and related services",C,250 persons employed or more,2.771299255558074e-06,0.011896588861198229,12.0,250,2000,57.50742761433274,57507.42761433274
53,"Travel agency, tour operator and other reservation services and related services",I,From 0 to 9 persons employed,6.17653025686659e-07,0.011896588861198229,12.0,0,9,12.816961789388685,64.08480894694344
