#,NACE definition,type,dimensional class,Share of firms,Share of firms per sbs sector,sbs reference row
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",I,From 10 to 19 persons employed,9.029529530525195e-06,0.19044667381212263,12.0
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",I,From 20 to 49 persons employed,5.795598672986806e-06,0.19044667381212263,12.0
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",I,From 50 to 249 persons employed,2.8597731602269063e-06,0.19044667381212263,12.0
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",I,250 persons employed or more,1.3732782345436442e-06,0.19044667381212263,12.0
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",Int,From 0 to 9 persons employed,0.0041300369433587185,0.19044667381212263,12.0
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",Int,From 10 to 19 persons employed,0.00041159473119430605,0.19044667381212263,12.0
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",Int,From 20 to 49 persons employed,0.0002641818568568693,0.19044667381212263,12.0
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",Int,From 50 to 249 persons employed,0.00013035757413285977,0.19044667381212263,12.0
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",Int,250 persons employed or more,6.259839827658286e-05,0.19044667381212263,12.0
55,Public administration and defence services; compulsory social security services,C,From 0 to 9 persons employed,0.0027515304426574626,0.6309972598668583,12.0
55,Public administration and defence services; compulsory social security services,C,From 10 to 19 persons employed,0.0002742143589634672,0.6309972598668583,12.0
55,Public administration and defence services; compulsory social security services,C,From 20 to 49 persons employed,0.0001760043388251881,0.6309972598668583,12.0
55,Public administration and defence services; compulsory social security services,C,From 50 to 249 persons employed,8.684736688235162e-05,0.6309972598668583,12.0
55,Public administration and defence services; compulsory social security services,C,250 persons employed or more,4.170456605638502e-05,0.6309972598668583,12.0
55,Public administration and defence services; compulsory social security services,I,From 0 to 9 persons employed,0.000462525963265019,0.6309972598668583,12.0
55,Public administration and defence services; compulsory social security services,I,From 10 to 19 persons employed,4.609480547784967e-05,0.6309972598668583,12.0
55,Public administration and defence services; compulsory social security services,I,From 20 to 49 persons employed,2.958592610566191e-05,0.6309972598668583,12.0
55,Public administration and defence services; compulsory social security services,I,From 50 to 249 persons employed,1.4598843393313253e-05,0.6309972598668583,12.0
55,Public administration and defence services; compulsory social security services,I,250 persons employed or more,7.01044200301455e-06,0.6309972598668583,12.0
55,Public administration and defence services; compulsory social security services,Int,From 0 to 9 persons employed,0.01164450834278863,0.6309972598668583,12.0
55,Public administration and defence services; compulsory social security services,Int,From 10 to 19 persons employed,0.001160478307330157,0.6309972598668583,12.0
55,Public administration and defence services; compulsory social security services,Int,From 20 to 49 persons employed,0.0007448523774418,0.6309972598668583,12.0
55,Public administration and defence services; compulsory social security services,Int,From 50 to 249 persons employed,0.0003675390511885622,0.6309972598668583,12.0
55,Public administration and defence services; compulsory social security services,Int,250 persons employed or more,0.0001764942011351792,0.6309972598668583,12.0
56,Education services,C,From 0 to 9 persons employed,0.0048755923661807496,1.0,13.0
56,Education services,C,From 10 to 19 persons employed,0.0003354865785898531,1.0,13.0
56,Education services,C,From 20 to 49 persons employed,0.00018861023866565758,1.0,13.0
56,Education services,C,From 50 to 249 persons employed,6.310739648449345e-05,1.0,13.0
56,Education services,C,250 persons employed or more,1.0182416364743512e-05,1.0,13.0
56,Education services,I,From 0 to 9 persons employed,7.83036927167305e-06,1.0,13.0
56,Education services,I,From 10 to 19 persons employed,5.388030004867973e-07,1.0,13.0
56,Education services,I,From 20 to 49 persons employed,3.029145396598017e-07,1.0,13.0
56,Education services,I,From 50 to 249 persons employed,1.0135265238233123e-07,1.0,13.0
56,Education services,I,250 persons employed or more,1.6353311398000606e-08,1.0,13.0
56,Education services,Int,From 0 to 9 persons employed,0.005472524675647466,1.0,13.0
56,Education services,Int,From 10 to 19 persons employed,0.0003765611318158034,1.0,13.0
56,Education services,Int,From 20 to 49 persons employed,0.00021170231382286643,1.0,13.0
56,Education services,Int,From 50 to 249 persons employed,7.083381024074222e-05,1.0,13.0
56,Education services,Int,250 persons employed or more,1.1429077869655038e-05,1.0,13.0
57,Human health services,C,From 0 to 9 persons employed,0.014219977888617697,0.6250472273428799,14.0
57,Human health services,C,From 10 to 19 persons employed,0.0013093239445531619,0.6250472273428799,14.0
57,Human health services,C,From 20 to 49 persons employed,0.0005911389560301929,0.6250472273428799,14.0
57,Human health services,C,From 50 to 249 persons employed,0.0002468852353076936,0.6250472273428799,14.0
57,Human health services,C,250 persons employed or more,0.00012834818566953958,0.6250472273428799,14.0
57,Human health services,I,From 0 to 9 persons employed,5.607271608623775e-07,0.6250472273428799,14.0
57,Human health services,I,From 10 to 19 persons employed,5.162972149669012e-08,0.6250472273428799,14.0
57,Human health services,I,From 20 to 49 persons employed,2.3309998868231807e-08,0.6250472273428799,14.0
57,Human health services,I,From 50 to 249 persons employed,9.735265282214873e-09,0.6250472273428799,14.0
57,Human health services,I,250 persons employed or more,5.061070721489999e-09,0.6250472273428799,14.0
57,Human health services,Int,From 0 to 9 persons employed,0.006367020669470923,0.6250472273428799,14.0
57,Human health services,Int,From 10 to 19 persons employed,0.0005862521505519416,0.6250472273428799,14.0
57,Human health services,Int,From 20 to 49 persons employed,0.0002646835305268941,0.6250472273428799,14.0
57,Human health services,Int,From 50 to 249 persons employed,0.00011054330804898896,0.6250472273428799,14.0
57,Human health services,Int,250 persons employed or more,5.7468130924533286e-05,0.6250472273428799,14.0
58,Residential care services; social work services without accommodation,C,From 0 to 9 persons employed,0.01105978986848829,0.37495277265712,14.0
58,Residential care services; social work services without accommodation,C,From 10 to 19 persons employed,0.0010183453033446202,0.37495277265712,14.0
58,Residential care services; social work services without accommodation,C,From 20 to 49 persons employed,0.0004597667231258268,0.37495277265712,14.0
58,Residential care services; social work services without accommodation,C,From 50 to 249 persons employed,0.0001920184999950661,0.37495277265712,14.0
58,Residential care services; social work services without accommodation,C,250 persons employed or more,9.982462522976646e-05,0.37495277265712,14.0
58,Residential care services; social work services without accommodation,I,From 0 to 9 persons employed,9.439350168864328e-07,0.37495277265712,14.0
58,Residential care services; social work services without accommodation,I,From 10 to 19 persons employed,8.691410981031708e-08,0.37495277265712,14.0
58,Residential care services; social work services without accommodation,I,From 20 to 49 persons employed,3.9240339528884485e-08,0.37495277265712,14.0
58,Residential care services; social work services without accommodation,I,From 50 to 249 persons employed,1.6388465621013177e-08,0.37495277265712,14.0
58,Residential care services; social work services without accommodation,I,250 persons employed or more,8.519868860295173e-09,0.37495277265712,14.0
58,Residential care services; social work services without accommodation,Int,From 0 to 9 persons employed,0.0012893128786674456,0.37495277265712,14.0
58,Residential care services; social work services without accommodation,Int,From 10 to 19 persons employed,0.00011871524957934741,0.37495277265712,14.0
58,Residential care services; social work services without accommodation,Int,From 20 to 49 persons employed,5.359804881988077e-05,0.37495277265712,14.0
58,Residential care services; social work services without accommodation,Int,From 50 to 249 persons employed,2.238486697576678e-05,0.37495277265712,14.0
58,Residential care services; social work services without accommodation,Int,250 persons employed or more,1.1637217021961485e-05,0.37495277265712,14.0
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",C,From 0 to 9 persons employed,0.0011914543622674376,0.18862627594203024,15.0
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",C,From 10 to 19 persons employed,7.930740617754816e-05,0.18862627594203024,15.0
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",C,From 20 to 49 persons employed,4.1354443229261925e-05,0.18862627594203024,15.0
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",C,From 50 to 249 persons employed,1.2252846987917838e-05,0.18862627594203024,15.0
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",C,250 persons employed or more,2.400036502730233e-06,0.18862627594203024,15.0
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",I,From 0 to 9 persons employed,6.659049575773072e-05,0.18862627594203024,15.0
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",I,From 10 to 19 persons employed,4.432498349808578e-06,0.18862627594203024,15.0
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",I,From 20 to 49 persons employed,2.3113037004461887e-06,0.18862627594203024,15.0
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",I,From 50 to 249 persons employed,6.848127643062185e-07,0.18862627594203024,15.0
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",I,250 persons employed or more,1.341382646409606e-07,0.18862627594203024,15.0
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",Int,From 0 to 9 persons employed,0.0005927606278486343,0.18862627594203024,15.0
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",Int,From 10 to 19 persons employed,3.9456238835187565e-05,0.18862627594203024,15.0
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",Int,From 20 to 49 persons employed,2.0574254884809154e-05,0.18862627594203024,15.0
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",Int,From 50 to 249 persons employed,6.095915633452647e-06,0.18862627594203024,15.0
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",Int,250 persons employed or more,1.1940424990434352e-06,0.18862627594203024,15.0
60,Sporting services and amusement and recreation services,C,From 0 to 9 persons employed,0.0008633395879702885,0.1910950259305679,15.0
60,Sporting services and amusement and recreation services,C,From 10 to 19 persons employed,5.7466929108399986e-05,0.1910950259305679,15.0
60,Sporting services and amusement and recreation services,C,From 20 to 49 persons employed,2.9965837642615205e-05,0.1910950259305679,15.0
60,Sporting services and amusement and recreation services,C,From 50 to 249 persons employed,8.87853383647902e-06,0.1910950259305679,15.0
60,Sporting services and amusement and recreation services,C,250 persons employed or more,1.7390901330349686e-06,0.1910950259305679,15.0
60,Sporting services and amusement and recreation services,I,From 0 to 9 persons employed,1.7327617285632306e-07,0.1910950259305679,15.0
60,Sporting services and amusement and recreation services,I,From 10 to 19 persons employed,1.1533873438051895e-08,0.1910950259305679,15.0
60,Sporting services and amusement and recreation services,I,From 20 to 49 persons employed,6.014279589974041e-09,0.1910950259305679,15.0
60,Sporting services and amusement and recreation services,I,From 50 to 249 persons employed,1.781962028843506e-09,0.1910950259305679,15.0
60,Sporting services and amusement and recreation services,I,250 persons employed or more,3.4904328111832585e-10,0.1910950259305679,15.0
60,Sporting services and amusement and recreation services,Int,From 0 to 9 persons employed,0.0010115160550737442,0.1910950259305679,15.0
60,Sporting services and amusement and recreation services,Int,From 10 to 19 persons employed,6.73300775718995e-05,0.1910950259305679,15.0
60,Sporting services and amusement and recreation services,Int,From 20 to 49 persons employed,3.510892619959595e-05,0.1910950259305679,15.0
60,Sporting services and amusement and recreation services,Int,From 50 to 249 persons employed,1.0402371959135835e-05,0.1910950259305679,15.0
60,Sporting services and amusement and recreation services,Int,250 persons employed or more,2.0375731812795588e-06,0.1910950259305679,15.0
61,Services furnished by membership organisations,C,From 0 to 9 persons employed,0.0005451186492503615,0.29654548862403846,15.0
61,Services furnished by membership organisations,C,From 10 to 19 persons employed,3.6285020643829625e-05,0.29654548862403846,15.0
61,Services furnished by membership organisations,C,From 20 to 49 persons employed,1.892063930231843e-05,0.29654548862403846,15.0
61,Services furnished by membership organisations,C,From 50 to 249 persons employed,5.6059683115465295e-06,0.29654548862403846,15.0
61,Services furnished by membership organisations,C,250 persons employed or more,1.0980736635434805e-06,0.29654548862403846,15.0
61,Services furnished by membership organisations,I,From 0 to 9 persons employed,4.865679246493673e-07,0.29654548862403846,15.0
61,Services furnished by membership organisations,I,From 10 to 19 persons employed,3.238767782905002e-08,0.29654548862403846,15.0
61,Services furnished by membership organisations,I,From 20 to 49 persons employed,1.6888389731352096e-08,0.29654548862403846,15.0
61,Services furnished by membership organisations,I,From 50 to 249 persons employed,5.0038360836679875e-09,0.29654548862403846,15.0
61,Services furnished by membership organisations,I,250 persons employed or more,9.801305171217722e-10,0.29654548862403846,15.0
61,Services furnished by membership organisations,Int,From 0 to 9 persons employed,0.0023641061388673095,0.29654548862403846,15.0
61,Services furnished by membership organisations,Int,From 10 to 19 persons employed,0.00015736324591163816,0.29654548862403846,15.0
61,Services furnished by membership organisations,Int,From 20 to 49 persons employed,8.20562635078026e-05,0.29654548862403846,15.0
61,Services furnished by membership organisations,Int,From 50 to 249 persons employed,2.4312329284364448e-05,0.29654548862403846,15.0
61,Services furnished by membership organisations,Int,250 persons employed or more,4.7621975371445925e-06,0.29654548862403846,15.0
62,Repair services of computers and personal and household goods,C,From 0 to 9 persons employed,0.00011571153343122332,0.031358802840019816,15.0
62,Repair services of computers and personal and household goods,C,From 10 to 19 persons employed,7.702167931797898e-06,0.031358802840019816,15.0
62,Repair services of computers and personal and household goods,C,From 20 to 49 persons employed,4.016256259405319e-06,0.031358802840019816,15.0
62,Repair services of computers and personal and household goods,C,From 50 to 249 persons employed,1.1899706432497633e-06,0.031358802840019816,15.0
62,Repair services of computers and personal and household goods,C,250 persons employed or more,2.3308648053738004e-07,0.031358802840019816,15.0
62,Repair services of computers and personal and household goods,I,From 0 to 9 persons employed,2.5082977587286442e-05,0.031358802840019816,15.0
62,Repair services of computers and personal and household goods,I,From 10 to 19 persons employed,1.6696114888291004e-06,0.031358802840019816,15.0
62,Repair services of computers and personal and household goods,I,From 20 to 49 persons employed,8.706104115311908e-07,0.031358802840019816,15.0
62,Repair services of computers and personal and household goods,I,From 50 to 249 persons employed,2.579518747100842e-07,0.031358802840019816,15.0
62,Repair services of computers and personal and household goods,I,250 persons employed or more,5.052653606646418e-08,0.031358802840019816,15.0
62,Repair services of computers and personal and household goods,Int,From 0 to 9 persons employed,0.00016689880496775593,0.031358802840019816,15.0
62,Repair services of computers and personal and household goods,Int,From 10 to 19 persons employed,1.1109373330032888e-05,0.031358802840019816,15.0
62,Repair services of computers and personal and household goods,Int,From 20 to 49 persons employed,5.792926169606381e-06,0.031358802840019816,15.0
62,Repair services of computers and personal and household goods,Int,From 50 to 249 persons employed,1.7163775504119825e-06,0.031358802840019816,15.0
62,Repair services of computers and personal and household goods,Int,250 persons employed or more,3.361968673498855e-07,0.031358802840019816,15.0
63,Other personal services,C,From 0 to 9 persons employed,0.0010088668949247113,0.12952152701132918,15.0
63,Other personal services,C,From 10 to 19 persons employed,6.715374012531119e-05,0.12952152701132918,15.0
63,Other personal services,C,From 20 to 49 persons employed,3.501697593573531e-05,0.12952152701132918,15.0
63,Other personal services,C,From 50 to 249 persons employed,1.0375128151080259e-05,0.12952152701132918,15.0
63,Other personal services,C,250 persons employed or more,2.0322367779219366e-06,0.12952152701132918,15.0
63,Other personal services,I,From 0 to 9 persons employed,5.4848118698734115e-08,0.12952152701132918,15.0
63,Other personal services,I,From 10 to 19 persons employed,3.650884301969173e-09,0.12952152701132918,15.0
63,Other personal services,I,From 20 to 49 persons employed,1.9037350340822276e-09,0.12952152701132918,15.0
63,Other personal services,I,From 50 to 249 persons employed,5.640548452999787e-10,0.12952152701132918,15.0
63,Other personal services,I,250 persons employed or more,1.1048470772520847e-10,0.12952152701132918,15.0
63,Other personal services,Int,From 0 to 9 persons employed,0.0002619465468283145,0.12952152701132918,15.0
63,Other personal services,Int,From 10 to 19 persons employed,1.743608638654362e-05,0.12952152701132918,15.0
63,Other personal services,Int,From 20 to 49 persons employed,9.091958486179263e-06,0.12952152701132918,15.0
63,Other personal services,Int,From 50 to 249 persons employed,2.6938429695222833e-06,0.12952152701132918,15.0
63,Other personal services,Int,250 persons employed or more,5.276587119591017e-07,0.12952152701132918,15.0
64,Services of households as employers; undifferentiated goods and services produced by households for own use,C,From 0 to 9 persons employed,0.0015088595539562088,0.16285287965201428,15.0
64,Services of households as employers; undifferentiated goods and services produced by households for own use,C,From 10 to 19 persons employed,0.00010043501564151316,0.16285287965201428,15.0
64,Services of households as employers; undifferentiated goods and services produced by households for own use,C,From 20 to 49 persons employed,5.2371327632107354e-05,0.16285287965201428,15.0
64,Services of households as employers; undifferentiated goods and services produced by households for own use,C,From 50 to 249 persons employed,1.551702341808502e-05,0.16285287965201428,15.0
64,Services of households as employers; undifferentiated goods and services produced by households for own use,C,250 persons employed or more,3.0394097513701542e-06,0.16285287965201428,15.0
64,Services of households as employers; undifferentiated goods and services produced by households for own use,I,From 0 to 9 persons employed,2.660010073290807e-09,0.16285287965201428,15.0
64,Services of households as employers; undifferentiated goods and services produced by households for own use,I,From 10 to 19 persons employed,1.7705965582884094e-10,0.16285287965201428,15.0
64,Services of households as employers; undifferentiated goods and services produced by households for own use,I,From 20 to 49 persons employed,9.232685619264858e-11,0.16285287965201428,15.0
64,Services of households as employers; undifferentiated goods and services produced by households for own use,I,From 50 to 249 persons employed,2.7355388042161968e-11,0.16285287965201428,15.0
64,Services of households as employers; undifferentiated goods and services produced by households for own use,I,250 persons employed or more,5.358259179460756e-12,0.16285287965201428,15.0
64,Services of households as employers; undifferentiated goods and services produced by households for own use,Int,From 0 to 9 persons employed,8.905409724226387e-05,0.16285287965201428,15.0
64,Services of households as employers; undifferentiated goods and services produced by households for own use,Int,From 10 to 19 persons employed,5.927754923257218e-06,0.16285287965201428,15.0
64,Services of households as employers; undifferentiated goods and services produced by households for own use,Int,From 20 to 49 persons employed,3.0909976289227967e-06,0.16285287965201428,15.0
64,Services of households as employers; undifferentiated goods and services produced by households for own use,Int,From 50 to 249 persons employed,9.158271283509629e-07,0.16285287965201428,15.0
64,Services of households as employers; undifferentiated goods and services produced by households for own use,Int,250 persons employed or more,1.7938839360356957e-07,0.16285287965201428,15.0
65,Services provided by extraterritorial organisations and bodies,C,From 0 to 9 persons employed,,,15.0
65,Services provided by extraterritorial organisations and bodies,C,From 10 to 19 persons employed,,,15.0
65,Services provided by extraterritorial organisations and bodies,C,From 20 to 49 persons employed,,,15.0
65,Services provided by extraterritorial organisations and bodies,C,From 50 to 249 persons employed,,,15.0
65,Services provided by extraterritorial organisations and bodies,C,250 persons employed or more,,,15.0
65,Services provided by extraterritorial organisations and bodies,I,From 0 to 9 persons employed,,,15.0
65,Services provided by extraterritorial organisations and bodies,I,From 10 to 19 persons employed,,,15.0
65,Services provided by extraterritorial organisations and bodies,I,From 20 to 49 persons employed,,,15.0
65,Services provided by extraterritorial organisations and bodies,I,From 50 to 249 persons employed,,,15.0
65,Services provided by extraterritorial organisations and bodies,I,250 persons employed or more,,,15.0
65,Services provided by extraterritorial organisations and bodies,Int,From 0 to 9 persons employed,,,15.0
65,Services provided by extraterritorial organisations and bodies,Int,From 10 to 19 persons employed,,,15.0
65,Services provided by extraterritorial organisations and bodies,Int,From 20 to 49 persons employed,,,15.0
65,Services provided by extraterritorial organisations and bodies,Int,From 50 to 249 persons employed,,,15.0
65,Services provided by extraterritorial organisations and bodies,Int,250 persons employed or more,,,15.0
